scheme_name,schedule_index,part_id,layer_id,cell_id,visit_step,cell_type,grid_x,grid_y,x_mm,y_mm,scan_length_mm,is_thin,is_hole,S_j,mu,xi,theta,phi,scan_heat_state,peak_heat_state,final_heat_state,cooldown_time_s,above_threshold_event_count
row_major,1,part_A,1,L01_C001,1,boundary,0,0,2.0,2.0,3.4,0,0,1.0,0.001609474724669356,0.0,30.0,0.00026608873682806687,0.0008323250062684476,0.0015836553071609844,0.001569946622321211,0.0,30
row_major,1,part_A,1,L01_C006,2,boundary,1,0,6.0,2.0,3.4,0,0,1.0,0.00170902141777009,0.0,36.0,0.00019780502757168455,0.0009962278265628977,0.0018582268727890127,0.0018464270327224208,0.0,36
row_major,1,part_A,1,L01_C011,3,boundary,2,0,10.0,2.0,3.4,0,0,1.0,0.0017559919483347204,0.0,35.0,0.00014245322028002446,0.0010536073687420643,0.0019732880955984898,0.001966098281228169,0.0,35
row_major,1,part_A,1,L01_C016,4,boundary,3,0,14.0,2.0,3.4,0,0,1.0,0.0017679953963239709,0.0,34.0,0.00012833042394702106,0.0010837388023800893,0.0020159288660932953,0.00201321112648898,0.0,34
row_major,1,part_A,1,L01_C020,5,boundary,4,0,18.0,2.0,3.4,0,0,1.0,0.0017630628858419043,0.0,33.0,0.000131181297766668,0.0010995615330369334,0.00201997440486629,0.00201997440486629,0.0,33
row_major,1,part_A,1,L01_C024,6,boundary,5,0,22.0,2.0,3.4,0,0,1.0,0.00173364881853757,4.046492601290772,0.0,0.00014994535492124567,0.0011078704645599289,0.001985695269221458,0.001985695269221458,4.046492601290772,33
row_major,1,part_A,1,L01_C029,7,boundary,6,0,26.0,2.0,3.4,0,0,1.0,0.0016350598149689015,3.709460793969323,0.0,0.00019723817820910538,0.001112233678352709,0.0018765282405497367,0.0018765282405497367,3.709460793969323,32
row_major,1,part_A,1,L01_C034,8,boundary,7,0,30.0,2.0,3.4,0,0,1.0,0.0013678403956700169,2.8161002302553815,0.0,0.00024700649858907294,0.0011145249186637338,0.0016043817623823172,0.0016043817623823172,2.8161002302553815,31
row_major,1,part_A,1,L01_C002,9,boundary,0,1,2.0,6.0,3.4,0,0,1.0,0.0015467435492663747,3.5887075774696564,0.0,0.00020312352386230264,0.0011769087578363396,0.001869475929936194,0.0018558749204545797,3.5887075774696564,30
row_major,1,part_A,1,L01_C007,10,interior,1,1,6.0,6.0,4.0,0,0,1.0,0.0013799560405843801,3.5761852659456093,0.0,0.00015977172411088466,0.001206469621403757,0.0018688476503591794,0.0018596758977531907,3.5761852659456093,29
row_major,1,part_A,1,L01_C012,11,interior,2,1,10.0,6.0,4.0,0,1,3.194560018299015,0.004439906851943328,12.366396874207917,0.0,0.00022460001793630043,0.0012920550081987358,0.001974292443953266,0.0019695069786262454,3.871079836775947,28
row_major,1,part_A,1,L01_C017,12,boundary,3,1,14.0,6.0,3.4,0,1,3.194560018299015,0.004975661027487305,15.009481777332173,0.0,0.0001858526783595718,0.0015685891357891074,0.0022961818005099717,0.0022952228635797814,4.698450394218659,27
row_major,1,part_A,1,L01_C021,13,boundary,4,1,18.0,6.0,3.4,0,1,3.194560018299015,0.004969043095294732,14.995840539682876,0.0,0.00019579008044528267,0.0015839490929598107,0.002302927917216203,0.002302927917216203,4.6941802482294905,26
row_major,1,part_A,1,L01_C025,14,interior,5,1,22.0,6.0,4.0,0,1,3.194560018299015,0.004391648812158255,12.316990424161226,0.0,0.00022117725606041335,0.001336874590363716,0.001988815830237107,0.001988815830237107,3.855614029352176,25
row_major,1,part_A,1,L01_C030,15,interior,6,1,26.0,6.0,4.0,0,0,1.0,0.0013203633217892916,3.5475074747230386,0.0,0.00015140430469609822,0.001302770312906566,0.0018896284484090705,0.0018896284484090705,3.5475074747230386,24
row_major,1,part_A,1,L01_C035,16,boundary,7,1,30.0,6.0,3.4,0,0,1.0,0.0013110493538200884,3.5437031134936663,0.0,0.000175646679685201,0.0014555948029704837,0.0018961308906082206,0.0018961308906082206,3.5437031134936663,23
row_major,1,part_A,1,L01_C003,17,boundary,0,2,2.0,10.0,3.4,0,0,1.0,0.001470962320075074,3.7083244794603685,0.0,0.00019330512790713904,0.00135146606869433,0.0019781244337765107,0.0019659895620028197,3.7083244794603685,22
row_major,1,part_A,1,L01_C008,18,interior,1,2,6.0,10.0,4.0,0,0,1.0,0.0012983973817079096,3.6988642962182707,0.0,0.00019740623431569357,0.0013923962575208833,0.001978639346010929,0.001971102201563454,3.6988642962182707,21
row_major,1,part_A,1,L01_C013,19,boundary,2,2,10.0,10.0,3.4,0,1,3.194560018299015,0.004654096228536848,15.170404060598955,0.0,0.0003320335512624163,0.001766906931593033,0.0023942006147401663,0.0023909856096062717,4.748824242994387,20
row_major,1,part_A,1,L01_C026,20,boundary,5,2,22.0,10.0,3.4,0,1,3.194560018299015,0.0052608858595652435,15.221489345565992,0.0,0.0003235674308226957,0.0016031586750464891,0.0024097044629534047,0.0024097044629534047,4.764815579727587,19
row_major,1,part_A,1,L01_C031,21,interior,6,2,26.0,10.0,4.0,0,0,1.0,0.0013027024205687872,3.6999428227917828,0.0,0.0002008161568994473,0.0014172801721013344,0.0019979607077747694,0.0019979607077747694,3.6999428227917828,18
row_major,1,part_A,1,L01_C036,22,boundary,7,2,30.0,10.0,3.4,0,0,1.0,0.0012724240953098922,3.691749203791906,0.0,0.000188600321612706,0.001586116227244948,0.002003252606547608,0.002003252606547608,3.691749203791906,17
row_major,1,part_A,1,L01_C004,23,boundary,0,3,2.0,14.0,3.4,0,0,1.0,0.001371652008597007,3.4790189863295238,0.0,0.00021282978062433624,0.0014141876821745641,0.0019502453586854962,0.001940662003320261,3.4790189863295238,16
row_major,1,part_A,1,L01_C009,24,interior,1,3,6.0,14.0,4.0,0,0,1.0,0.0012192710844454182,3.4635717538441275,0.0,0.0001521197289938145,0.0014372655972973297,0.0019492645736990297,0.0019436130771569996,3.4635717538441275,15
row_major,1,part_A,1,L01_C014,25,interior,2,3,10.0,14.0,4.0,0,1,3.194560018299015,0.003992933408210872,12.00175681272748,0.0,0.0002203341072356254,0.0015136212291144656,0.0020595354017157903,0.0020578344157333463,3.7569357733081414,14
row_major,1,part_A,1,L01_C018,26,boundary,3,3,14.0,14.0,3.4,0,1,3.194560018299015,0.004764681056591778,14.668404740925832,0.0,0.00017498062476269027,0.0017384297185388422,0.0024013439334320684,0.0024013439334320684,4.591682315217923,13
row_major,1,part_A,1,L01_C022,27,boundary,4,3,18.0,14.0,3.4,0,1,3.194560018299015,0.004742685688928065,14.65512371140957,0.0,0.00018688980812629955,0.0017533635255474796,0.0024094541373530973,0.0024094541373530973,4.58752492595612,12
row_major,1,part_A,1,L01_C027,28,interior,5,3,22.0,14.0,4.0,0,1,3.194560018299015,0.00392899802151346,11.953615567737288,0.0,0.00023937903136948892,0.0015566100955315182,0.002078157365229415,0.002078157365229415,3.741866015747028,11
row_major,1,part_A,1,L01_C032,29,interior,6,3,26.0,14.0,4.0,0,0,1.0,0.001156028877609929,3.435582910513149,0.0,0.00016667435140859093,0.0015303638984151286,0.0019751624735230076,0.0019751624735230076,3.435582910513149,10
row_major,1,part_A,1,L01_C037,30,boundary,7,3,30.0,14.0,3.4,0,0,1.0,0.0011351691829412194,3.434989600553436,0.0,0.000217933572615449,0.0016881560724962199,0.0019831051309646464,0.0019831051309646464,3.434989600553436,9
row_major,1,part_A,1,L01_C005,31,boundary,0,4,2.0,18.0,3.4,0,0,1.0,0.0010717322920137122,2.5901770411962386,0.0,0.00021696459308346802,0.0014782089038298499,0.001721859593720154,0.0017145420754548012,2.5901770411962386,8
row_major,1,part_A,1,L01_C010,32,boundary,1,4,6.0,18.0,3.4,0,0,1.0,0.0010659210706463658,3.459482274432503,0.0,0.00013385806921244666,0.0017795452433673614,0.002017051905421671,0.0020132311638320272,3.459482274432503,7
row_major,1,part_A,1,L01_C015,33,boundary,2,4,10.0,18.0,3.4,0,0,1.0,0.0010631500294531224,3.777331330661946,0.0,0.00011606489124107173,0.0019056378203282016,0.002140894014250485,0.0021405735468493173,3.777331330661946,6
row_major,1,part_A,1,L01_C019,34,boundary,3,4,14.0,18.0,3.4,0,0,1.0,0.0010621048862299721,3.884074128491746,0.0,0.0001469870975919386,0.001956686539430543,0.002191108344708691,0.002191108344708691,3.884074128491746,6
row_major,1,part_A,1,L01_C023,35,boundary,4,4,18.0,18.0,3.4,0,0,1.0,0.0010547570630383342,3.8800245126683897,0.0,0.00015135297438726285,0.001971416362892037,0.0021985511570380306,0.0021985511570380306,3.8800245126683897,5
row_major,1,part_A,1,L01_C028,36,boundary,5,4,22.0,18.0,3.4,0,0,1.0,0.001033386099434212,3.7644238331390216,0.0,0.00013029240413614735,0.0019564638125887874,0.0021621659115436615,0.0021621659115436615,3.7644238331390216,4
row_major,1,part_A,1,L01_C033,37,boundary,6,4,26.0,18.0,3.4,0,0,1.0,0.0009847697594391061,3.4360617288992312,0.0,0.00014315622365528832,0.001889678219236475,0.002046488253949705,0.002046488253949705,3.4360617288992312,2
row_major,1,part_A,1,L01_C038,38,boundary,7,4,30.0,18.0,3.4,0,0,1.0,0.0008285252565606244,2.55222713158531,0.0,0.00020650614089261454,0.0017526957825539356,0.0017526957825539356,0.0017526957825539356,2.55222713158531,1
row_major,2,part_B,1,L01_C001,1,thin_wall,0,0,2.0,2.0,3.0,1,0,4.0723840256186215,0.0072057838544776895,0.0,109.95436869170278,0.0002902340355764971,0.0009433016737709074,0.0017586699949148888,0.0017455629842326893,0.0,27
row_major,2,part_B,1,L01_C008,2,thin_wall,1,0,6.0,2.0,3.0,1,0,4.0723840256186215,0.007492876138652723,16.04596004436518,0.0,0.0002843638792102865,0.0011290804955590113,0.0020216756559825726,0.0020053613058390006,3.940188337696786,27
row_major,2,part_B,1,L01_C015,3,thin_wall,2,0,10.0,2.0,3.0,1,0,4.0723840256186215,0.007496717599795074,16.742325587907565,0.0,0.00015548901853651168,0.0011941262524705577,0.0020919925242632196,0.0020763337349250467,4.111185360365001,26
row_major,2,part_B,1,L01_C017,4,thin_wall,3,0,14.0,2.0,3.0,1,0,4.0723840256186215,0.007358906782693111,16.614319190442135,0.0,0.00014666409283088603,0.0012282875064316952,0.0020902320794512794,0.00207289422811628,4.0797525689926335,25
row_major,2,part_B,1,L01_C019,5,thin_wall,4,0,18.0,2.0,3.0,1,0,4.0723840256186215,0.0071170051374762735,15.983124092387282,0.0,0.00016957606075368312,0.0012462285441410753,0.0020458184986561646,0.002023941581675213,3.9247585669328773,24
row_major,2,part_B,1,L01_C021,6,thin_wall,5,0,22.0,2.0,3.0,1,0,4.0723840256186215,0.006686606145059381,14.650387568778376,0.0,0.0002194138978537114,0.0012556509849692668,0.0019404763679271274,0.0019158085042582788,3.5974965712014075,23
row_major,2,part_B,1,L01_C025,7,thin_wall,6,0,26.0,2.0,3.0,1,0,4.0723840256186215,0.005608867828887793,11.17180095841105,0.0,0.00024866421777341313,0.0012605995222655848,0.0016727995332377079,0.0016493572490836699,2.743307332543124,22
row_major,2,part_B,1,L01_C002,8,thin_wall,0,1,2.0,6.0,3.0,1,0,4.0723840256186215,0.006755172835575442,15.771868807809726,0.0,0.0003050599429856655,0.0013333239232125585,0.002033467537016138,0.002033467537016138,3.8728834777348577,21
row_major,2,part_B,1,L01_C009,9,interior,1,1,6.0,6.0,4.0,0,0,1.0,0.00123264842213348,2.9388455540092524,0.0,0.00039177263256755723,0.0012047442077846179,0.0017262776844113484,0.001726188253370351,2.9388455540092524,20
row_major,2,part_B,1,L01_C016,10,thin_wall,2,1,10.0,6.0,3.0,1,0,4.0723840256186215,0.006050187427373699,17.975900335125242,0.0,0.00026236263505283744,0.001716731770322959,0.002262108773273826,0.0022602174251794313,4.414097546312466,19
row_major,2,part_B,1,L01_C018,11,thin_wall,3,1,14.0,6.0,3.0,1,0,4.0723840256186215,0.005697129043851757,17.422851612786094,0.0,0.00015491998291508957,0.0017641642416429677,0.0022193878678518847,0.002214476817754111,4.278292887699718,18
row_major,2,part_B,1,L01_C020,12,thin_wall,4,1,18.0,6.0,3.0,1,0,4.0723840256186215,0.00547555629919495,16.708031186404437,0.0,0.00017142723161801514,0.0017675995187423294,0.00216798101798674,0.002154203399900187,4.1027641502611925,17
row_major,2,part_B,1,L01_C022,13,thin_wall,5,1,22.0,6.0,3.0,1,0,4.0723840256186215,0.005243343867992377,15.470296722142264,0.0,0.0002135999128835376,0.001730475143286071,0.0020684025223099093,0.0020476912717450756,3.798830519131168,16
row_major,2,part_B,1,L01_C026,14,thin_wall,6,1,26.0,6.0,3.0,1,0,4.0723840256186215,0.004480650356036631,12.062891402376188,0.0,0.00024034053173236673,0.0016470652309530725,0.0017904118472184482,0.0017684529248568211,2.9621203026263605,15
row_major,2,part_B,1,L01_C003,15,thin_wall,0,2,2.0,10.0,3.0,1,0,4.0723840256186215,0.0063208556790561475,16.155838626989915,0.0,0.00022317416588410534,0.0015313343945878148,0.002131971454583178,0.002131971454583178,3.9671697279422804,14
row_major,2,part_B,1,L01_C010,16,thin_wall,1,2,6.0,10.0,3.0,1,0,4.0723840256186215,0.005598901512034009,17.655986223283108,0.0,0.00026359087672823907,0.001853450404075177,0.002287258346157117,0.002287258346157117,4.33554058561583,13
row_major,2,part_B,1,L01_C004,17,thin_wall,0,3,2.0,14.0,3.0,1,0,4.0723840256186215,0.00625687734808276,15.962147851964117,0.0,0.00018888586287464792,0.0015417084087470897,0.002131128486193556,0.002131128486193556,3.9196077166468513,12
row_major,2,part_B,1,L01_C011,18,thin_wall,1,3,6.0,14.0,3.0,1,0,4.0723840256186215,0.005579500691531732,16.926497354813577,0.0,0.00021255676538757187,0.0018026192110963718,0.002232843848578229,0.002232843848578229,4.156409918203216,11
row_major,2,part_B,1,L01_C023,19,thin_wall,5,3,22.0,14.0,3.0,1,0,4.0723840256186215,0.005731911167633976,12.582915959294112,0.0,0.00016875696510861493,0.0013919719815509105,0.001852412930467823,0.001852412930467823,3.0898156657469666,10
row_major,2,part_B,1,L01_C027,20,thin_wall,6,3,26.0,14.0,3.0,1,0,4.0723840256186215,0.004939558656720885,10.959449863045329,0.0,0.00015505087752628281,0.0014749756770498703,0.0017420970110083357,0.0017310559966002958,2.6911631599823194,9
row_major,2,part_B,1,L01_C005,21,thin_wall,0,4,2.0,18.0,3.0,1,0,4.0723840256186215,0.006069772803320961,15.023746901905856,0.0,0.0001980749474783027,0.0015352771719689194,0.002084246270409589,0.002084246270409589,3.689177348549208,8
row_major,2,part_B,1,L01_C012,22,thin_wall,1,4,6.0,18.0,3.0,1,0,4.0723840256186215,0.005376968485620549,15.651150727021756,0.0,0.00021215483107755567,0.0017710775503605154,0.002151442687209651,0.002151442687209651,3.843240379238116,7
row_major,2,part_B,1,L01_C024,23,thin_wall,5,4,22.0,18.0,3.0,1,0,4.0723840256186215,0.004634233987040987,10.366310414678416,0.0,0.00015505087752628281,0.0015156780622921715,0.0017121465576248227,0.0017121465576248227,2.5455139666263933,6
row_major,2,part_B,1,L01_C028,24,thin_wall,6,4,26.0,18.0,3.0,1,0,4.0723840256186215,0.003844962353414417,9.055834058150404,0.0,0.00014134478994395073,0.0016262833879262767,0.0016262833879262767,0.0016222671135318475,2.2237180976012607,5
row_major,2,part_B,1,L01_C006,25,thin_wall,0,5,2.0,22.0,3.0,1,0,4.0723840256186215,0.005650305007058487,13.375846520786963,0.0,0.00016236676263535103,0.0015277595971156905,0.0019754632912767226,0.0019754632912767226,3.2845248475197732,4
row_major,2,part_B,1,L01_C013,26,thin_wall,1,5,6.0,22.0,3.0,1,0,4.0723840256186215,0.004916735397978522,13.791897664029888,0.0,0.00016945191043912116,0.0017529126846396442,0.002020191831914811,0.002020191831914811,3.38668887248049,3
row_major,2,part_B,1,L01_C007,27,thin_wall,0,6,2.0,26.0,3.0,1,0,4.0723840256186215,0.004566729310707254,9.734935495144484,0.0,0.00010790093704102886,0.0015151303342326374,0.0016956053430825936,0.0016956053430825936,2.3904758082498576,2
row_major,2,part_B,1,L01_C014,28,thin_wall,1,6,6.0,26.0,3.0,1,0,4.0723840256186215,0.0038287332481181133,10.028800348534705,0.0,0.00011083305090977802,0.001724657850604462,0.001724657850604462,0.001724657850604462,2.462636206567298,1
row_major,3,part_A,2,L02_C001,1,boundary,0,0,2.0,2.0,3.4,0,0,1.0,0.001609474724669356,0.0,30.0,0.00026608873682806687,0.0008323250062684476,0.0015836553071609844,0.001569946622321211,0.0,30
row_major,3,part_A,2,L02_C006,2,boundary,1,0,6.0,2.0,3.4,0,0,1.0,0.00170902141777009,0.0,36.0,0.00019780502757168455,0.0009962278265628977,0.0018582268727890127,0.0018464270327224208,0.0,36
row_major,3,part_A,2,L02_C011,3,boundary,2,0,10.0,2.0,3.4,0,0,1.0,0.0017559919483347204,0.0,35.0,0.00014245322028002446,0.0010536073687420643,0.0019732880955984898,0.001966098281228169,0.0,35
row_major,3,part_A,2,L02_C016,4,boundary,3,0,14.0,2.0,3.4,0,0,1.0,0.0017679953963239709,0.0,34.0,0.00012833042394702106,0.0010837388023800893,0.0020159288660932953,0.00201321112648898,0.0,34
row_major,3,part_A,2,L02_C020,5,boundary,4,0,18.0,2.0,3.4,0,0,1.0,0.0017630628858419043,0.0,33.0,0.000131181297766668,0.0010995615330369334,0.00201997440486629,0.00201997440486629,0.0,33
row_major,3,part_A,2,L02_C024,6,boundary,5,0,22.0,2.0,3.4,0,0,1.0,0.00173364881853757,4.046492601290772,0.0,0.00014994535492124567,0.0011078704645599289,0.001985695269221458,0.001985695269221458,4.046492601290772,33
row_major,3,part_A,2,L02_C029,7,boundary,6,0,26.0,2.0,3.4,0,0,1.0,0.0016350598149689015,3.709460793969323,0.0,0.00019723817820910538,0.001112233678352709,0.0018765282405497367,0.0018765282405497367,3.709460793969323,32
row_major,3,part_A,2,L02_C034,8,boundary,7,0,30.0,2.0,3.4,0,0,1.0,0.0013678403956700169,2.8161002302553815,0.0,0.00024700649858907294,0.0011145249186637338,0.0016043817623823172,0.0016043817623823172,2.8161002302553815,31
row_major,3,part_A,2,L02_C002,9,boundary,0,1,2.0,6.0,3.4,0,0,1.0,0.0015467435492663747,3.5887075774696564,0.0,0.00020312352386230264,0.0011769087578363396,0.001869475929936194,0.0018558749204545797,3.5887075774696564,30
row_major,3,part_A,2,L02_C007,10,interior,1,1,6.0,6.0,4.0,0,0,1.0,0.0013799560405843801,3.5761852659456093,0.0,0.00015977172411088466,0.001206469621403757,0.0018688476503591794,0.0018596758977531907,3.5761852659456093,29
row_major,3,part_A,2,L02_C012,11,interior,2,1,10.0,6.0,4.0,0,1,3.194560018299015,0.004439906851943328,12.366396874207917,0.0,0.00022460001793630043,0.0012920550081987358,0.001974292443953266,0.0019695069786262454,3.871079836775947,28
row_major,3,part_A,2,L02_C017,12,boundary,3,1,14.0,6.0,3.4,0,1,3.194560018299015,0.004975661027487305,15.009481777332173,0.0,0.0001858526783595718,0.0015685891357891074,0.0022961818005099717,0.0022952228635797814,4.698450394218659,27
row_major,3,part_A,2,L02_C021,13,boundary,4,1,18.0,6.0,3.4,0,1,3.194560018299015,0.004969043095294732,14.995840539682876,0.0,0.00019579008044528267,0.0015839490929598107,0.002302927917216203,0.002302927917216203,4.6941802482294905,26
row_major,3,part_A,2,L02_C025,14,interior,5,1,22.0,6.0,4.0,0,1,3.194560018299015,0.004391648812158255,12.316990424161226,0.0,0.00022117725606041335,0.001336874590363716,0.001988815830237107,0.001988815830237107,3.855614029352176,25
row_major,3,part_A,2,L02_C030,15,interior,6,1,26.0,6.0,4.0,0,0,1.0,0.0013203633217892916,3.5475074747230386,0.0,0.00015140430469609822,0.001302770312906566,0.0018896284484090705,0.0018896284484090705,3.5475074747230386,24
row_major,3,part_A,2,L02_C035,16,boundary,7,1,30.0,6.0,3.4,0,0,1.0,0.0013110493538200884,3.5437031134936663,0.0,0.000175646679685201,0.0014555948029704837,0.0018961308906082206,0.0018961308906082206,3.5437031134936663,23
row_major,3,part_A,2,L02_C003,17,boundary,0,2,2.0,10.0,3.4,0,0,1.0,0.001470962320075074,3.7083244794603685,0.0,0.00019330512790713904,0.00135146606869433,0.0019781244337765107,0.0019659895620028197,3.7083244794603685,22
row_major,3,part_A,2,L02_C008,18,interior,1,2,6.0,10.0,4.0,0,0,1.0,0.0012983973817079096,3.6988642962182707,0.0,0.00019740623431569357,0.0013923962575208833,0.001978639346010929,0.001971102201563454,3.6988642962182707,21
row_major,3,part_A,2,L02_C013,19,boundary,2,2,10.0,10.0,3.4,0,1,3.194560018299015,0.004654096228536848,15.170404060598955,0.0,0.0003320335512624163,0.001766906931593033,0.0023942006147401663,0.0023909856096062717,4.748824242994387,20
row_major,3,part_A,2,L02_C026,20,boundary,5,2,22.0,10.0,3.4,0,1,3.194560018299015,0.0052608858595652435,15.221489345565992,0.0,0.0003235674308226957,0.0016031586750464891,0.0024097044629534047,0.0024097044629534047,4.764815579727587,19
row_major,3,part_A,2,L02_C031,21,interior,6,2,26.0,10.0,4.0,0,0,1.0,0.0013027024205687872,3.6999428227917828,0.0,0.0002008161568994473,0.0014172801721013344,0.0019979607077747694,0.0019979607077747694,3.6999428227917828,18
row_major,3,part_A,2,L02_C036,22,boundary,7,2,30.0,10.0,3.4,0,0,1.0,0.0012724240953098922,3.691749203791906,0.0,0.000188600321612706,0.001586116227244948,0.002003252606547608,0.002003252606547608,3.691749203791906,17
row_major,3,part_A,2,L02_C004,23,boundary,0,3,2.0,14.0,3.4,0,0,1.0,0.001371652008597007,3.4790189863295238,0.0,0.00021282978062433624,0.0014141876821745641,0.0019502453586854962,0.001940662003320261,3.4790189863295238,16
row_major,3,part_A,2,L02_C009,24,interior,1,3,6.0,14.0,4.0,0,0,1.0,0.0012192710844454182,3.4635717538441275,0.0,0.0001521197289938145,0.0014372655972973297,0.0019492645736990297,0.0019436130771569996,3.4635717538441275,15
row_major,3,part_A,2,L02_C014,25,interior,2,3,10.0,14.0,4.0,0,1,3.194560018299015,0.003992933408210872,12.00175681272748,0.0,0.0002203341072356254,0.0015136212291144656,0.0020595354017157903,0.0020578344157333463,3.7569357733081414,14
row_major,3,part_A,2,L02_C018,26,boundary,3,3,14.0,14.0,3.4,0,1,3.194560018299015,0.004764681056591778,14.668404740925832,0.0,0.00017498062476269027,0.0017384297185388422,0.0024013439334320684,0.0024013439334320684,4.591682315217923,13
row_major,3,part_A,2,L02_C022,27,boundary,4,3,18.0,14.0,3.4,0,1,3.194560018299015,0.004742685688928065,14.65512371140957,0.0,0.00018688980812629955,0.0017533635255474796,0.0024094541373530973,0.0024094541373530973,4.58752492595612,12
row_major,3,part_A,2,L02_C027,28,interior,5,3,22.0,14.0,4.0,0,1,3.194560018299015,0.00392899802151346,11.953615567737288,0.0,0.00023937903136948892,0.0015566100955315182,0.002078157365229415,0.002078157365229415,3.741866015747028,11
row_major,3,part_A,2,L02_C032,29,interior,6,3,26.0,14.0,4.0,0,0,1.0,0.001156028877609929,3.435582910513149,0.0,0.00016667435140859093,0.0015303638984151286,0.0019751624735230076,0.0019751624735230076,3.435582910513149,10
row_major,3,part_A,2,L02_C037,30,boundary,7,3,30.0,14.0,3.4,0,0,1.0,0.0011351691829412194,3.434989600553436,0.0,0.000217933572615449,0.0016881560724962199,0.0019831051309646464,0.0019831051309646464,3.434989600553436,9
row_major,3,part_A,2,L02_C005,31,boundary,0,4,2.0,18.0,3.4,0,0,1.0,0.0010717322920137122,2.5901770411962386,0.0,0.00021696459308346802,0.0014782089038298499,0.001721859593720154,0.0017145420754548012,2.5901770411962386,8
row_major,3,part_A,2,L02_C010,32,boundary,1,4,6.0,18.0,3.4,0,0,1.0,0.0010659210706463658,3.459482274432503,0.0,0.00013385806921244666,0.0017795452433673614,0.002017051905421671,0.0020132311638320272,3.459482274432503,7
row_major,3,part_A,2,L02_C015,33,boundary,2,4,10.0,18.0,3.4,0,0,1.0,0.0010631500294531224,3.777331330661946,0.0,0.00011606489124107173,0.0019056378203282016,0.002140894014250485,0.0021405735468493173,3.777331330661946,6
row_major,3,part_A,2,L02_C019,34,boundary,3,4,14.0,18.0,3.4,0,0,1.0,0.0010621048862299721,3.884074128491746,0.0,0.0001469870975919386,0.001956686539430543,0.002191108344708691,0.002191108344708691,3.884074128491746,6
row_major,3,part_A,2,L02_C023,35,boundary,4,4,18.0,18.0,3.4,0,0,1.0,0.0010547570630383342,3.8800245126683897,0.0,0.00015135297438726285,0.001971416362892037,0.0021985511570380306,0.0021985511570380306,3.8800245126683897,5
row_major,3,part_A,2,L02_C028,36,boundary,5,4,22.0,18.0,3.4,0,0,1.0,0.001033386099434212,3.7644238331390216,0.0,0.00013029240413614735,0.0019564638125887874,0.0021621659115436615,0.0021621659115436615,3.7644238331390216,4
row_major,3,part_A,2,L02_C033,37,boundary,6,4,26.0,18.0,3.4,0,0,1.0,0.0009847697594391061,3.4360617288992312,0.0,0.00014315622365528832,0.001889678219236475,0.002046488253949705,0.002046488253949705,3.4360617288992312,2
row_major,3,part_A,2,L02_C038,38,boundary,7,4,30.0,18.0,3.4,0,0,1.0,0.0008285252565606244,2.55222713158531,0.0,0.00020650614089261454,0.0017526957825539356,0.0017526957825539356,0.0017526957825539356,2.55222713158531,1
row_major,4,part_B,2,L02_C001,1,thin_wall,0,0,2.0,2.0,3.0,1,0,4.0723840256186215,0.0072057838544776895,0.0,109.95436869170278,0.0002902340355764971,0.0009433016737709074,0.0017586699949148888,0.0017455629842326893,0.0,27
