scheme_name,schedule_index,part_id,layer_id,cell_count,start_cell_id,end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,mu_mean,mu_top10_mean,xi_mean,xi_max,theta_mean,theta_top10_mean,phi_mean,phi_top10_mean,phi_max,scan_heat_mean,peak_heat_max,final_heat_mean,R_mu,R_xi,R_theta,R_phi,weighted_sum_total_risk,parameter_name,parameter_value
row_major,1,part_A,1,38,L01_C001,L01_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.0020783310591248444,0.004787612636345542,5.550057374214687,14.95854127730973,4.394736842105263,34.25,0.0001787922988552509,0.00027538017354167304,0.0003263332885851904,0.0013866281233398483,0.0022570990022771193,0.0018663542110005664,0.0047058149213992945,6.087644396993118,19.32236842105263,0.00026008748497900205,7.981364011622568,gamma,0.0
row_major,2,part_B,1,28,L01_C001,L01_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.005312486219394982,0.006997484113992539,12.779183929059288,17.348259356169365,3.926941738989385,36.6514562305676,0.00019046657304087606,0.0003042045607662853,0.00037493225330445057,0.0014173102675555074,0.0021121747732814776,0.0018094364699689537,0.006946611226277152,13.040254222744137,20.28919898477849,0.00029128926213865667,9.710732633782088,gamma,0.0
row_major,3,part_A,2,38,L02_C001,L02_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.0020783310591248444,0.004787612636345542,5.550057374214687,14.95854127730973,4.394736842105263,34.25,0.0001787922988552509,0.00027538017354167304,0.0003263332885851904,0.0013866281233398483,0.0022570990022771193,0.0018663542110005664,0.0047058149213992945,6.087644396993118,19.32236842105263,0.00026008748497900205,7.981364011622568,gamma,0.0
row_major,4,part_B,2,28,L02_C001,L02_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.005312486219394982,0.006997484113992539,12.779183929059288,17.348259356169365,3.926941738989385,36.6514562305676,0.00019046657304087606,0.0003042045607662853,0.00037493225330445057,0.0014173102675555074,0.0021121747732814776,0.0018094364699689537,0.006946611226277152,13.040254222744137,20.28919898477849,0.00029128926213865667,9.710732633782088,gamma,0.0
row_major,5,part_A,3,39,L03_C001,L03_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0019163495054363457,0.004806260150568215,5.149430162791635,15.993684306299535,4.410256410256411,35.25,0.0001823297434759918,0.0002914827015763907,0.00034008787060819414,0.0013948172023041379,0.0023819662702745524,0.0018886630945193737,0.004719008943769282,5.769054999195225,19.830128205128204,0.0002699390862044899,8.09536715819422,gamma,0.0
row_major,6,part_B,3,28,L03_C001,L03_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.005312486219394982,0.006997484113992539,12.779183929059288,17.348259356169365,3.926941738989385,36.6514562305676,0.00019046657304087606,0.0003042045607662853,0.00037493225330445057,0.0014173102675555074,0.0021121747732814776,0.0018094364699689537,0.006946611226277152,13.040254222744137,20.28919898477849,0.00029128926213865667,9.710732633782088,gamma,0.0
row_major,7,part_A,4,39,L04_C001,L04_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0019163495054363457,0.004806260150568215,5.149430162791635,15.993684306299535,4.410256410256411,35.25,0.0001823297434759918,0.0002914827015763907,0.00034008787060819414,0.0013948172023041379,0.0023819662702745524,0.0018886630945193737,0.004719008943769282,5.769054999195225,19.830128205128204,0.0002699390862044899,8.09536715819422,gamma,0.0
row_major,8,part_B,4,26,L04_C001,L04_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.0052857172581830016,0.006997484113992539,12.537541906003254,17.16887190915818,3.9157538707871358,33.93653354682184,0.00020118428530170447,0.00030670760626482564,0.00037146875765335354,0.0014088524334730573,0.0020941933381451922,0.0018000572643719057,0.0069458030268352644,12.802169335198455,18.92614370880449,0.00029431764908587185,9.1860469051389,gamma,0.0
row_major,9,part_A,5,39,L05_C001,L05_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.001912958160299692,0.004785387934174426,5.144076611646699,15.958264739921818,4.410256410256411,35.25,0.00018022748460011872,0.0002863877450526525,0.0003292353509819406,0.001395022854024996,0.0023766942871626495,0.0018886836960145454,0.004698664503940368,5.761983519871607,19.830128205128204,0.0002633340884212166,8.093947142192086,gamma,0.0
row_major,10,part_B,5,26,L05_C001,L05_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.0052857172581830016,0.006997484113992539,12.537541906003254,17.16887190915818,3.9157538707871358,33.93653354682184,0.00020118428530170447,0.00030670760626482564,0.00037146875765335354,0.0014088524334730573,0.0020941933381451922,0.0018000572643719057,0.0069458030268352644,12.802169335198455,18.92614370880449,0.00029431764908587185,9.1860469051389,gamma,0.0
