scheme_name,layer_count,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,intra_layer_total_time_s,inter_layer_change_time_s,inter_part_transfer_distance_mm,inter_part_transfer_time_s,total_task_time_s,cell_count,mu_mean,mu_top10_mean,xi_mean,xi_max,theta_mean,theta_top10_mean,phi_mean,phi_top10_mean,phi_max,scan_heat_mean,peak_heat_max,final_heat_mean,R_mu,R_xi,R_theta,R_phi,weighted_sum_total_risk,weighted_sum_rank,topsis_score,topsis_rank,parameter_name,parameter_value
center_out,12,6201.720900000001,3.4454005,2.2066666666666666,5.91,11.562067166666667,7.5,300.0,0.16666666666666666,19.228733833333333,394,0.0033890556730665107,0.007247844952565277,7.6706871945797515,17.6499493819256,8.26562294815831,81.41638603935935,0.00025730233470828376,0.00037527115792372525,0.00042388913716394507,0.0013970801636737137,0.0022167829644283675,0.0018075133421140935,0.007131341689052198,8.240887654513134,44.84100449375883,0.0003501299467644916,17.344042904542718,4,0.08147361371668119,4,gamma,0.0
minimum_time,12,1552.0,0.8622222222222222,2.2066666666666666,5.91,8.97888888888889,7.5,300.0,0.16666666666666666,16.645555555555557,394,0.003397459108384361,0.006466536556135043,8.176016074137209,17.41064330647407,5.772457442934928,56.858705812909044,0.00017631886425667134,0.00034584502155970075,0.0005498581246930207,0.0014023434519938602,0.0024580116117844993,0.001861702186837564,0.00637387600570359,8.703669180783594,31.315581627921986,0.000373401614255159,12.702555531534118,3,0.5581840331219089,3,gamma,0.0
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.003338004941594801,0.006722052854957648,8.314917785674467,17.348259356169365,4.206324639585038,41.432297699912624,0.00018669859109619855,0.0002995327781394106,0.00037493225330445057,0.0014008523199316295,0.0023819662702745524,0.0018499317253707855,0.006619882822536855,8.831069723716842,22.81931116974883,0.0002892048311697915,9.754369131927758,2,0.9388573935154579,2,gamma,0.0
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.0033512259490177413,0.006697352608689226,8.316190019877913,17.273463354043347,4.145410934001282,40.83229769991262,0.0001840677674992165,0.0003201261947477517,0.00036115269523906413,0.0014018297294675322,0.0023907809558920516,0.0018572469081329964,0.00659632748196075,8.82799553004545,22.488854316956953,0.0002839864496962195,9.63808837905284,1,0.9443957255779812,1,gamma,0.0
center_out,12,6201.720900000001,3.4454005,2.2066666666666666,5.91,11.562067166666667,7.5,300.0,0.16666666666666666,19.228733833333333,394,0.0034869090600895087,0.00750818563882522,7.8632426976155525,17.98350785283789,8.370533405568432,82.44975404484906,0.000265241047246947,0.0003815768011710839,0.00042772714058666534,0.001437394211292107,0.002285560122673415,0.0018827468512963926,0.0073821642074929274,8.452718147228815,45.41014372520875,0.00035480106037619565,17.585659066375417,4,0.08226278780882344,4,gamma,0.25
minimum_time,12,1552.0,0.8622222222222222,2.2066666666666666,5.91,8.97888888888889,7.5,300.0,0.16666666666666666,16.645555555555557,394,0.003494447414959109,0.006695159010136266,8.375513265094662,17.747120856693595,5.803901910032892,57.168433813823995,0.00018155290630871379,0.00034903678861085646,0.0005595006237194132,0.0014430631717384035,0.0025356220685107374,0.0019392649427748215,0.006594852988252811,8.921381630589625,31.486167861928443,0.00037937853755206394,12.805848893024917,3,0.5652114114943398,3,gamma,0.25
row_major,12,2789.6817,1.5498231666666666,2.2066666666666666,5.91,9.666489833333333,7.5,300.0,0.16666666666666666,17.3331565,394,0.0034323934983485948,0.006951993376065897,8.520528805727565,17.67219354015305,4.221553065980977,41.58229769991262,0.00019304223164115234,0.0003085997446519876,0.0003833524429360039,0.0014416183295066914,0.0024578372456880624,0.001926933105780894,0.006841693821777009,9.05358615168569,22.9019253829468,0.00029583199295745956,9.827833411131111,2,0.9403603768093702,2,gamma,0.25
serpentine,12,1900.7531999999999,1.055974,2.2066666666666666,5.91,9.172640666666666,7.5,300.0,0.16666666666666666,16.839307333333334,394,0.0034457109698682238,0.00692893589214687,8.52170310251694,17.598780663517143,4.160639360397221,40.98229769991262,0.0001904507011750655,0.00033152627431746567,0.0003704720250873824,0.0014426488678715536,0.002466808406125164,0.0019345662756607644,0.006819776280326318,9.05041596669362,22.57146853015492,0.00029091590451486946,9.71153386312514,1,0.9454456462030706,1,gamma,0.25
center_out,12,6201.720900000001,3.4454005,2.2066666666666666,5.91,11.562067166666667,7.5,300.0,0.16666666666666666,19.228733833333333,394,0.003584953882992413,0.007769197913643007,7.750457597835978,18.294108308708417,9.891349496335634,95.379792538906,0.00027383564423321175,0.000390962753182034,0.0004319740683374129,0.0014777082589105001,0.002354337280918463,0.001957980360478692,0.007632979750184986,8.051689443255146,51.51631568945827,0.0003586664556838894,19.642664642525375,4,0.08162639871391103,4,gamma,0.5
minimum_time,12,1552.0,0.8622222222222222,2.2066666666666666,5.91,8.97888888888889,7.5,300.0,0.16666666666666666,16.645555555555557,394,0.0035915329458760326,0.006925553362454406,8.496034478650214,18.062419579600537,6.244273080053569,61.50608983852766,0.0001873667466620926,0.00035394507997401546,0.000569143122745806,0.0014837828914829468,0.002613232525236976,0.002016827698712079,0.006817014248877123,8.769345869265434,33.15166748886932,0.000380939208016933,13.358411432609127,3,0.593975398697498,3,gamma,0.5
