scheme_name,schedule_index,part_id,layer_id,cell_count,start_cell_id,end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,mu_mean,mu_top10_mean,xi_mean,xi_max,theta_mean,theta_top10_mean,phi_mean,phi_top10_mean,phi_max,scan_heat_mean,peak_heat_max,final_heat_mean,R_mu,R_xi,R_theta,R_phi,weighted_sum_total_risk,parameter_name,parameter_value
row_major,1,part_A,1,38,L01_C001,L01_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.002484024170428227,0.005756946174890398,7.238623321012713,17.89930452797001,2.763157894736842,26.25,0.0002074123115237675,0.0003220092362362856,0.0003714665497444519,0.0016610103662369699,0.0028723487909408174,0.0023939798988737416,0.005648267507390417,7.502317175299399,14.506578947368421,0.0002871962937455562,6.578967519213741,beta,0.05
row_major,2,part_B,1,28,L01_C001,L01_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.006164972336277349,0.008580591940816229,16.080892789455028,20.952197318884547,3.926941738989385,36.6514562305676,0.0002221002634652341,0.00035196042006703445,0.00042853408193850156,0.0016580146206831331,0.0026560768274379015,0.002273502356149587,0.008500380338019035,16.201385377295583,20.28919898477849,0.00032092143207045656,10.34327702655721,beta,0.05
row_major,3,part_A,2,38,L02_C001,L02_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.002484024170428227,0.005756946174890398,7.238623321012713,17.89930452797001,2.763157894736842,26.25,0.0002074123115237675,0.0003220092362362856,0.0003714665497444519,0.0016610103662369699,0.0028723487909408174,0.0023939798988737416,0.005648267507390417,7.502317175299399,14.506578947368421,0.0002871962937455562,6.578967519213741,beta,0.05
row_major,4,part_B,2,28,L02_C001,L02_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.006164972336277349,0.008580591940816229,16.080892789455028,20.952197318884547,3.926941738989385,36.6514562305676,0.0002221002634652341,0.00035196042006703445,0.00042853408193850156,0.0016580146206831331,0.0026560768274379015,0.002273502356149587,0.008500380338019035,16.201385377295583,20.28919898477849,0.00032092143207045656,10.34327702655721,beta,0.05
row_major,5,part_A,3,39,L03_C001,L03_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0022964932519643723,0.00581080437299675,6.726642123046274,18.963167722680698,2.769230769230769,27.0,0.00021207038832698908,0.00033697830655707837,0.0003862376708231942,0.0016745660910364518,0.003024873683330042,0.002426296694735265,0.005694110284566457,7.0293147699254925,14.884615384615385,0.000297128785704895,6.616691442853822,beta,0.05
row_major,6,part_B,3,28,L03_C001,L03_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.006164972336277349,0.008580591940816229,16.080892789455028,20.952197318884547,3.926941738989385,36.6514562305676,0.0002221002634652341,0.00035196042006703445,0.00042853408193850156,0.0016580146206831331,0.0026560768274379015,0.002273502356149587,0.008500380338019035,16.201385377295583,20.28919898477849,0.00032092143207045656,10.34327702655721,beta,0.05
row_major,7,part_A,4,39,L04_C001,L04_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0022964932519643723,0.00581080437299675,6.726642123046274,18.963167722680698,2.769230769230769,27.0,0.00021207038832698908,0.00033697830655707837,0.0003862376708231942,0.0016745660910364518,0.003024873683330042,0.002426296694735265,0.005694110284566457,7.0293147699254925,14.884615384615385,0.000297128785704895,6.616691442853822,beta,0.05
row_major,8,part_B,4,26,L04_C001,L04_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.006125845526749397,0.008578201572006961,15.752920057722436,20.684953274202144,3.9157538707871358,33.93653354682184,0.00023228328480188966,0.0003534317846008803,0.00042328724281919113,0.0016436883761938189,0.0026231730390517847,0.002254122160862022,0.008496770121189998,15.874914780486938,18.92614370880449,0.00032382720412867235,9.800913565004228,beta,0.05
row_major,9,part_A,5,39,L05_C001,L05_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.002289365410759865,0.005782371349328548,6.720858672714401,18.926659843655074,2.769230769230769,27.0,0.0002096068311516002,0.0003306915631093014,0.00037771317835125304,0.001674903205174897,0.003017993684824018,0.0024263063420892402,0.005666384707894499,7.022771345360667,14.884615384615385,0.00029176267229657414,6.6153758712971715,beta,0.05
row_major,10,part_B,5,26,L05_C001,L05_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.006125845526749397,0.008578201572006961,15.752920057722436,20.684953274202144,3.9157538707871358,33.93653354682184,0.00023228328480188966,0.0003534317846008803,0.00042328724281919113,0.0016436883761938189,0.0026231730390517847,0.002254122160862022,0.008496770121189998,15.874914780486938,18.92614370880449,0.00032382720412867235,9.800913565004228,beta,0.05
row_major,11,part_A,6,39,L06_C001,L06_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.002289365410759865,0.005782371349328548,6.720858672714401,18.926659843655074,2.769230769230769,27.0,0.0002096068311516002,0.0003306915631093014,0.00037771317835125304,0.001674903205174897,0.003017993684824018,0.0024263063420892402,0.005666384707894499,7.022771345360667,14.884615384615385,0.00029176267229657414,6.6153758712971715,beta,0.05
row_major,12,part_B,6,26,L06_C001,L06_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.006125845526749397,0.008578201572006961,15.752920057722436,20.684953274202144,3.9157538707871358,33.93653354682184,0.00023228328480188966,0.0003534317846008803,0.00042328724281919113,0.0016436883761938189,0.0026231730390517847,0.002254122160862022,0.008496770121189998,15.874914780486938,18.92614370880449,0.00032382720412867235,9.800913565004228,beta,0.05
serpentine,1,part_A,1,38,L01_C001,L01_C038,156.0,0.08666666666666667,0.22533333333333333,0.57,0.8819999999999999,0.0024949511239403615,0.005794113831148102,7.2371527382198035,17.91424304929217,2.763157894736842,26.25,0.0002082566750763151,0.0003452006668969723,0.00037252545068578455,0.0016635099656247094,0.002878883144703484,0.002405253467220114,0.0056845638307520836,7.501252474628419,14.506578947368421,0.0002905800586906409,6.578762684285454,beta,0.05
serpentine,2,part_B,1,28,L01_C001,L01_C014,164.79219999999998,0.09155122222222223,0.14166666666666666,0.42,0.6532178888888889,0.0061988552202881285,0.008628775654851666,16.086085056488837,20.866721752740922,3.926941738989385,36.6514562305676,0.0002151034219940523,0.0003854667312335311,0.00041675229165449726,0.0016579674420599997,0.0026691792652633905,0.002280008608082688,0.008548089187346695,16.204334959277073,20.28919898477849,0.0003164074666626945,10.34387535623202,beta,0.05
serpentine,3,part_A,2,38,L02_C001,L02_C038,156.0,0.08666666666666667,0.22533333333333333,0.57,0.8819999999999999,0.0024949511239403615,0.005794113831148102,7.2371527382198035,17.91424304929217,2.763157894736842,26.25,0.0002082566750763151,0.0003452006668969723,0.00037252545068578455,0.0016635099656247094,0.002878883144703484,0.002405253467220114,0.0056845638307520836,7.501252474628419,14.506578947368421,0.0002905800586906409,6.578762684285454,beta,0.05
serpentine,4,part_B,2,28,L02_C001,L02_C014,164.79219999999998,0.09155122222222223,0.14166666666666666,0.42,0.6532178888888889,0.0061988552202881285,0.008628775654851666,16.086085056488837,20.866721752740922,3.926941738989385,36.6514562305676,0.0002151034219940523,0.0003854667312335311,0.00041675229165449726,0.0016579674420599997,0.0026691792652633905,0.002280008608082688,0.008548089187346695,16.204334959277073,20.28919898477849,0.0003164074666626945,10.34387535623202,beta,0.05
serpentine,5,part_A,3,39,L03_C001,L03_C039,156.0,0.08666666666666667,0.23399999999999999,0.585,0.9056666666666666,0.0023011362589157405,0.005850960765724817,6.7215684296973155,18.942083176026248,2.769230769230769,27.0,0.00021160454456963892,0.0003511608312558601,0.0003790888042624517,0.0016773142356877047,0.0030359918274482276,0.0024377401962337062,0.005733087441297038,7.023845045259531,14.884615384615385,0.00029553187498950406,6.6156048941242975,beta,0.05
serpentine,6,part_B,3,28,L03_C001,L03_C014,164.79219999999998,0.09155122222222223,0.14166666666666666,0.42,0.6532178888888889,0.0061988552202881285,0.008628775654851666,16.086085056488837,20.866721752740922,3.926941738989385,36.6514562305676,0.0002151034219940523,0.0003854667312335311,0.00041675229165449726,0.0016579674420599997,0.0026691792652633905,0.002280008608082688,0.008548089187346695,16.204334959277073,20.28919898477849,0.0003164074666626945,10.34387535623202,beta,0.05
serpentine,7,part_A,4,39,L04_C001,L04_C039,156.0,0.08666666666666667,0.23399999999999999,0.585,0.9056666666666666,0.0023011362589157405,0.005850960765724817,6.7215684296973155,18.942083176026248,2.769230769230769,27.0,0.00021160454456963892,0.0003511608312558601,0.0003790888042624517,0.0016773142356877047,0.0030359918274482276,0.0024377401962337062,0.005733087441297038,7.023845045259531,14.884615384615385,0.00029553187498950406,6.6156048941242975,beta,0.05
serpentine,8,part_B,4,26,L04_C001,L04_C006,156.79219999999998,0.08710677777777778,0.13166666666666668,0.39,0.6087734444444445,0.006161579328081887,0.00862610100592106,15.758421517030104,20.60137246714816,3.9157538707871358,33.93653354682184,0.00022430942327072414,0.00038823651334594244,0.00041069598069565265,0.0016434758011943985,0.0026415772556724784,0.00226064904522049,0.008544265590470519,15.878212774020753,18.92614370880449,0.0003186544815154523,9.801581369624195,beta,0.05
serpentine,9,part_A,5,39,L05_C001,L05_C039,156.0,0.08666666666666667,0.23399999999999999,0.585,0.9056666666666666,0.0023049578909801003,0.005818022058718667,6.723190453279445,18.94397048470087,2.769230769230769,27.0,0.000211760712779566,0.0003515379165220205,0.00038640010472657476,0.001677274247776841,0.0030356467819749266,0.0024377084418952728,0.005701369375864865,7.025473630715819,14.884615384615385,0.0002986437144366956,6.61592504556233,beta,0.05
serpentine,10,part_B,5,26,L05_C001,L05_C006,156.79219999999998,0.08710677777777778,0.13166666666666668,0.39,0.6087734444444445,0.006161579328081887,0.00862610100592106,15.758421517030104,20.60137246714816,3.9157538707871358,33.93653354682184,0.00022430942327072414,0.00038823651334594244,0.00041069598069565265,0.0016434758011943985,0.0026415772556724784,0.00226064904522049,0.008544265590470519,15.878212774020753,18.92614370880449,0.0003186544815154523,9.801581369624195,beta,0.05
serpentine,11,part_A,6,39,L06_C001,L06_C039,156.0,0.08666666666666667,0.23399999999999999,0.585,0.9056666666666666,0.0023049578909801003,0.005818022058718667,6.723190453279445,18.94397048470087,2.769230769230769,27.0,0.000211760712779566,0.0003515379165220205,0.00038640010472657476,0.001677274247776841,0.0030356467819749266,0.0024377084418952728,0.005701369375864865,7.025473630715819,14.884615384615385,0.0002986437144366956,6.61592504556233,beta,0.05
serpentine,12,part_B,6,26,L06_C001,L06_C006,156.79219999999998,0.08710677777777778,0.13166666666666668,0.39,0.6087734444444445,0.006161579328081887,0.00862610100592106,15.758421517030104,20.60137246714816,3.9157538707871358,33.93653354682184,0.00022430942327072414,0.00038823651334594244,0.00041069598069565265,0.0016434758011943985,0.0026415772556724784,0.00226064904522049,0.008544265590470519,15.878212774020753,18.92614370880449,0.0003186544815154523,9.801581369624195,beta,0.05
