scheme_name,schedule_index,part_id,layer_id,cell_count,start_cell_id,end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,mu_mean,mu_top10_mean,xi_mean,xi_max,theta_mean,theta_top10_mean,phi_mean,phi_top10_mean,phi_max,scan_heat_mean,peak_heat_max,final_heat_mean,R_mu,R_xi,R_theta,R_phi,weighted_sum_total_risk,parameter_name,parameter_value
row_major,1,part_A,1,38,L01_C001,L01_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.002261440621913248,0.005172446332576378,8.648555448812791,22.793666941976902,4.421052631578948,34.5,0.0001924608305414806,0.0002943885327191104,0.00033547974291873474,0.001476142239227207,0.002472619825464494,0.0020729051700467648,0.005071704900639847,8.762727773760526,19.04980383619596,0.0002692878063318988,8.421058560352403,alpha,0.12
row_major,2,part_B,1,28,L01_C001,L01_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.005725026832133095,0.007661274046749946,20.176703576842794,26.933947565801372,3.926941738989385,36.6514562305676,0.00020575308854954176,0.0003306661357936139,0.0003968052633148903,0.0015042725791097988,0.0023348256018915063,0.0020066236822429717,0.00759426616824627,20.231244699182575,19.8423517739753,0.0003072238830431952,10.992667719932278,alpha,0.12
row_major,3,part_A,2,38,L02_C001,L02_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.002261440621913248,0.005172446332576378,8.648555448812791,22.793666941976902,4.421052631578948,34.5,0.0001924608305414806,0.0002943885327191104,0.00033547974291873474,0.001476142239227207,0.002472619825464494,0.0020729051700467648,0.005071704900639847,8.762727773760526,19.04980383619596,0.0002692878063318988,8.421058560352403,alpha,0.12
row_major,4,part_B,2,28,L02_C001,L02_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.005725026832133095,0.007661274046749946,20.176703576842794,26.933947565801372,3.926941738989385,36.6514562305676,0.00020575308854954176,0.0003306661357936139,0.0003968052633148903,0.0015042725791097988,0.0023348256018915063,0.0020066236822429717,0.00759426616824627,20.231244699182575,19.8423517739753,0.0003072238830431952,10.992667719932278,alpha,0.12
row_major,5,part_A,3,39,L03_C001,L03_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0020879082359609256,0.005217373947383409,8.018454452182949,24.2509706133825,4.435897435897436,35.5,0.00019727148464482856,0.0003062654959924045,0.0003490983485003982,0.0014856261911500345,0.0026039604306633533,0.0020985218053998097,0.005109072250890634,8.149475272398574,19.543774125826175,0.00027891120410527,8.47130754077008,alpha,0.12
row_major,6,part_B,3,28,L03_C001,L03_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.005725026832133095,0.007661274046749946,20.176703576842794,26.933947565801372,3.926941738989385,36.6514562305676,0.00020575308854954176,0.0003306661357936139,0.0003968052633148903,0.0015042725791097988,0.0023348256018915063,0.0020066236822429717,0.00759426616824627,20.231244699182575,19.8423517739753,0.0003072238830431952,10.992667719932278,alpha,0.12
row_major,7,part_A,4,39,L04_C001,L04_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0020879082359609256,0.005217373947383409,8.018454452182949,24.2509706133825,4.435897435897436,35.5,0.00019727148464482856,0.0003062654959924045,0.0003490983485003982,0.0014856261911500345,0.0026039604306633533,0.0020985218053998097,0.005109072250890634,8.149475272398574,19.543774125826175,0.00027891120410527,8.47130754077008,alpha,0.12
row_major,8,part_B,4,26,L04_C001,L04_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.005692493891131008,0.007661274046749946,19.805335816204995,26.691635123390245,3.9157538707871358,33.93653354682184,0.00021708522832632285,0.00033354417571942015,0.00039422732183124035,0.0014949414161611384,0.0023173191553834908,0.0019937735429971957,0.007593140297881382,19.86091860907073,18.51621549832407,0.0003112341506001649,10.454455582824798,alpha,0.12
row_major,9,part_A,5,39,L05_C001,L05_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.002083153861535947,0.005185518558521912,8.012192719131242,24.211935573368407,4.435897435897436,35.5,0.00019519814400021062,0.00030054811011845123,0.0003406739044796195,0.001485835926912823,0.002599763697324999,0.0020985308189552616,0.005078154749231235,8.142949009466426,19.543774125826175,0.00027351707035440533,8.46999475614988,alpha,0.12
row_major,10,part_B,5,26,L05_C001,L05_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.005692493891131008,0.007661274046749946,19.805335816204995,26.691635123390245,3.9157538707871358,33.93653354682184,0.00021708522832632285,0.00033354417571942015,0.00039422732183124035,0.0014949414161611384,0.0023173191553834908,0.0019937735429971957,0.007593140297881382,19.86091860907073,18.51621549832407,0.0003112341506001649,10.454455582824798,alpha,0.12
