scheme_name,schedule_index,part_id,layer_id,cell_count,start_cell_id,end_cell_id,travel_distance_mm,travel_time_s,scan_time_s,laser_on_time_s,layer_total_time_s,mu_mean,mu_top10_mean,xi_mean,xi_max,theta_mean,theta_top10_mean,phi_mean,phi_top10_mean,phi_max,scan_heat_mean,peak_heat_max,final_heat_mean,R_mu,R_xi,R_theta,R_phi,weighted_sum_total_risk,material_name
row_major,1,part_A,1,38,L01_C001,L01_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.002195044777523085,0.0049925677597347645,5.766934393317729,15.221489345565992,4.421052631578948,34.5,0.00019024913751119934,0.00029217405437556294,0.0003320335512624163,0.0014674462041194495,0.0024097044629534047,0.002018098168677798,0.004901494332832073,6.037050799293303,19.066718440602628,0.0002660086280414417,7.8818084150931575,PA12
row_major,2,part_B,1,28,L01_C001,L01_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.0056149106209828275,0.007449500173713636,13.45821289544955,17.975900335125242,3.926941738989385,36.6514562305676,0.00020439577474467467,0.0003290222037099066,0.00039177263256755723,0.0014995077047071509,0.002287258346157117,0.001965951758078107,0.007389775067400129,13.587283116172738,19.860754087402217,0.0003035433772204652,9.67027439468311,PA12
row_major,3,part_A,2,38,L02_C001,L02_C038,253.1372,0.14063177777777777,0.22533333333333333,0.57,0.935965111111111,0.002195044777523085,0.0049925677597347645,5.766934393317729,15.221489345565992,4.421052631578948,34.5,0.00019024913751119934,0.00029217405437556294,0.0003320335512624163,0.0014674462041194495,0.0024097044629534047,0.002018098168677798,0.004901494332832073,6.037050799293303,19.066718440602628,0.0002660086280414417,7.8818084150931575,PA12
row_major,4,part_B,2,28,L02_C001,L02_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.0056149106209828275,0.007449500173713636,13.45821289544955,17.975900335125242,3.926941738989385,36.6514562305676,0.00020439577474467467,0.0003290222037099066,0.00039177263256755723,0.0014995077047071509,0.002287258346157117,0.001965951758078107,0.007389775067400129,13.587283116172738,19.860754087402217,0.0003035433772204652,9.67027439468311,PA12
row_major,5,part_A,3,39,L03_C001,L03_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0020239342547553676,0.005032952878409455,5.346627416348148,16.19156752879459,4.435897435897436,35.5,0.00019477233887331448,0.0003036527745038415,0.00034531256941851355,0.0014764073552218952,0.0025337082211015715,0.002041648853938768,0.004934994205893548,5.656467092672392,19.561242722705053,0.00027527419479095273,7.978784188871123,PA12
row_major,6,part_B,3,28,L03_C001,L03_C014,216.63819999999998,0.12035455555555555,0.14166666666666666,0.42,0.6820212222222222,0.0056149106209828275,0.007449500173713636,13.45821289544955,17.975900335125242,3.926941738989385,36.6514562305676,0.00020439577474467467,0.0003290222037099066,0.00039177263256755723,0.0014995077047071509,0.002287258346157117,0.001965951758078107,0.007389775067400129,13.587283116172738,19.860754087402217,0.0003035433772204652,9.67027439468311,PA12
row_major,7,part_A,4,39,L04_C001,L04_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.0020239342547553676,0.005032952878409455,5.346627416348148,16.19156752879459,4.435897435897436,35.5,0.00019477233887331448,0.0003036527745038415,0.00034531256941851355,0.0014764073552218952,0.0025337082211015715,0.002041648853938768,0.004934994205893548,5.656467092672392,19.561242722705053,0.00027527419479095273,7.978784188871123,PA12
row_major,8,part_B,4,26,L04_C001,L04_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.005584742303145564,0.007449500173713636,13.209885597709858,17.81008098566391,3.9157538707871358,33.93653354682184,0.00021585646622559437,0.0003306825861825512,0.00038962738261297557,0.0014902472133447356,0.002270712442276055,0.00195559660438966,0.007388792937098859,13.341313068516836,18.53309739269292,0.0003077321512715824,9.156401392771127,PA12
row_major,9,part_A,5,39,L05_C001,L05_C039,253.1372,0.14063177777777777,0.23399999999999999,0.585,0.9596317777777778,0.002020877275777631,0.005014046164085697,5.341645347645817,16.1525289626481,4.435897435897436,35.5,0.00019282572033139193,0.00029809435375369246,0.00033655623947569183,0.0014766130069427535,0.002527584922960233,0.002041661965532873,0.004916603480079139,5.650512030663005,19.561242722705053,0.00026981295521187533,7.977588133014188,PA12
row_major,10,part_B,5,26,L05_C001,L05_C012,206.98129999999998,0.11498961111111111,0.13166666666666668,0.39,0.6366562777777778,0.005584742303145564,0.007449500173713636,13.209885597709858,17.81008098566391,3.9157538707871358,33.93653354682184,0.00021585646622559437,0.0003306825861825512,0.00038962738261297557,0.0014902472133447356,0.002270712442276055,0.00195559660438966,0.007388792937098859,13.341313068516836,18.53309739269292,0.0003077321512715824,9.156401392771127,PA12
